Grandes Regiões,"Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Total
(1 000 pessoas)",Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Rede geral de distribuição,Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Poço profundo ou artesiano,"Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Poço raso, freático ou cacimba",Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Fonte ou nascente,Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Água da chuva armazenada,Tabela 3.11 (AbastAgua_Geo_pes)_Pessoas_Forma de abastecimento de água no domicílio (%)_Outra forma,"Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Total
(1 000 pessoas)",Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Coletado diretamente por serviço de limpeza,Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Coletado em caçamba de serviço de limpeza,Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Queimado (na propriedade),Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Enterrado (na propriedade),Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Jogado em terreno baldio ou logradouro,Tabela 3.13 (DestLixo_BR_pes)_Distribuição das pessoas por destino do lixo domiciliar_Destino do lixo_Outro destino,"Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Total
(1 000 pessoas)",Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Rede geral ou rede pluvial,Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Fossa séptica ligada à rede,Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Fossa séptica não ligada à rede,Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Fossa rudimentar,Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Vala,"Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Rio, lago ou mar",Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Outra forma,Tabela 3.15 (Esgot_Geo_pes)_Pessoas_Forma de esgotamento sanitário (%)_Sem banheiro ou sanitário,"Tabela 3.17 (Sane_Geo_pes)_Pessoas_Total
(1 000 pessoas)",Tabela 3.17 (Sane_Geo_pes)_Pessoas_Proporção de pessoas com acesso simultâneo aos três serviços de saneamento básico (%),"Tabela 3.19 (DocProp_Geo_pes)_Pessoas_Total_Total
(1 000 pessoas)",Tabela 3.19 (DocProp_Geo_pes)_Pessoas_Total_Em domicílios próprios sem documentação de propriedade (%),"Tabela 3.19 (DocProp_Geo_pes)_Pessoas_Condição de ocupação do domicílio_Próprio_Total
(1 000 pessoas)",Tabela 3.19 (DocProp_Geo_pes)_Pessoas_Condição de ocupação do domicílio_Próprio_Em domicílios próprios sem documentação de propriedade (%),"Tabela 3.22 (OnusAlug_Geo_pes)_Pessoas_Total_Total
(1 000 pessoas)",Tabela 3.22 (OnusAlug_Geo_pes)_Pessoas_Total_Em domicílios com ônus excessivo com aluguel (1) (%),"Tabela 3.22 (OnusAlug_Geo_pes)_Pessoas_Condição de ocupação do domicílio_Alugado_Total
(1 000 pessoas)",Tabela 3.22 (OnusAlug_Geo_pes)_Pessoas_Condição de ocupação do domicílio_Alugado_Em domicílios com ônus excessivo com aluguel (1) (%),"Tabela 3.25 (Bens_Geo_pes)_Pessoas_Total
(1 000 pessoas)",Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Telefone (fixo ou ao menos um celular),Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Geladeira,Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Máquina de lavar roupa,Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Automóvel,Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Motocicleta,Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Acesso à Internet,Tabela 3.25 (Bens_Geo_pes)_Pessoas_Tipos de bens (%)_Microcomputador,Tabela 4.14 (TaxaAnalf_Geo)_Taxa de analfabetismo da população de 15 anos ou mais de idade (%),Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Sem instrução,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino fundamental incompleto,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino fundamental completo,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino médio incompleto,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino médio completo,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino superior incompleto,Tabela 4.9 (NivelInstru_Geo)_Distribuição percentual das pessoas de 25 anos ou mais de idade por nível de instrução (%)_Ensino superior completo
Brasil,209496.46300043116,84.62397626081285,7.5116797486588025,3.4648503042610477,2.1916489832524606,0.6822970895700426,1.5255476134461692,209496.46300043116,83.4355570838955,7.1505547033926256,8.153786422409931,0.34684496748837007,0.7137191762494066,0.19953764656473486,209496.46300043116,60.07974799037349,5.60921722396104,20.070091772117628,9.753930143407395,1.7859689461680526,1.774983948728424,0.2201314188811478,0.7059285563613189,209496.46300043116,63.98747996799064,209496.46300043116,11.628394030848963,151482.6148962163,16.081762395686983,209496.46300044787,4.870339483318462,38726.51508929286,26.34677798955121,209496.46300043116,96.36062354968662,98.27197533389226,66.50457403950155,51.75727640821031,26.49000670771496,84.44483952355027,43.287516059624195,6.090502300537973,5.978451620165447,31.174889643945164,8.027888758874644,4.806204240281205,28.288557170396068,4.240723282637799,17.483285283697544
Rondônia,1766.689000026645,44.547904948590656,19.160635483856893,33.73581624051856,2.4348521015816287,0,0.12079122545268735,1766.689000026645,64.57600152386006,13.125364565431974,19.045130423724665,2.022387752046418,0.6597766440021001,0.5713390909349536,1766.689000026645,7.417623741417668,8.101140020226678,57.64694658091577,25.103663309808493,1.1754516749895945,0.3533012431687693,0.05502380646822075,0.14684962300500462,1766.689000026645,10.755362333645328,1766.689000026645,10.435148312332888,1252.9706569726527,14.713562232644879,1766.6890000266335,2.0790187357642487,279.0561237264904,13.162153484665975,1766.689000026645,97.9440318547336,99.05078833506298,65.11861003948768,46.74019632327318,56.04253941106737,83.33043536630493,35.01485222665418,5.696814466298892,6.571563003683027,38.61184277748148,6.863257355761903,5.8229567959893584,25.217356689799388,4.347462177182441,12.565561200102715
Acre,865.4220000011313,54.61386091680382,15.682418380199842,18.70805366065444,7.045114297942571,0.39232880473290216,3.5582239396664126,865.4220000011313,65.38380454647111,10.722341443722152,20.328893111697006,1.365809761533055,2.063180543073406,0.13597059350333904,865.4220000011313,34.212566859135116,2.6430382713670544,21.0089922002368,20.17499696376131,13.962943295416872,2.8014347038598957,1.08465654204397,4.111371164179287,865.4220000011313,31.26357736045623,865.4220000011313,15.545090337802215,705.6080080954239,19.065916225428882,865.4220000011321,1.904688888454225,72.37362164916013,22.77569685840273,865.4220000011313,90.07526370984533,90.87379366752975,28.738365256430523,31.013940285375263,35.80902379410693,69.02852384231286,25.477523589773835,10.881766138740364,12.24738500752838,31.297068408153013,7.405529722636057,4.160720889486718,24.496614669234177,3.5904597529764795,16.802221549985042
Amazonas,3983.005000001571,71.95778269929255,13.98556949005834,2.535993525703322,5.452734419774596,1.940708173962853,4.127211691208384,3983.005000001571,72.01696683802743,8.899149889812033,15.616498058242454,0.45629118399356133,2.818096400635327,0.19299762928911537,3983.005000001571,33.72433616888142,8.88273926345961,26.46720151594854,15.906820084875292,4.681430892184815,6.955001199654027,1.4013168146145376,1.9811540603817595,3983.005000001571,40.071029994585345,3983.005000001571,20.12813069105008,3116.1873867653117,25.727093795330703,3983.005000001581,3.7723477491459643,514.8066979277886,29.186255748173114,3983.005000001571,89.9074749752339,90.49660476319147,59.4882445591688,23.546822392253237,21.437663301352003,73.55207971721862,28.398467956541047,5.144447967337435,5.43215474924853,29.28233847878716,6.088897685819878,4.568523218093062,33.48446117433636,5.276882560668465,15.866742133046506
Roraima,539.7410000008075,86.77640045694237,3.2666703593859805,9.095957231869761,0.513852722454998,0,0.34711922934651673,539.7410000008075,84.57193759208086,0.8307251454184986,11.325842066653845,0.5474977048928202,2.5203177075337138,0.20367978341988974,539.7410000008075,27.85824447414859,9.420855902616909,34.30023781840954,26.704514623714537,0.9110112057436082,0.08350811357471867,0,0.7216278617918859,539.7410000008075,37.10619723386383,539.7410000008075,10.970445562382867,358.78505589739865,16.50347237424586,539.741000000807,7.331850876822486,111.49450186879011,35.4932347136728,539.7410000008075,93.28046232282209,92.32062122985295,59.946599128719626,40.77304175875449,38.822721977706884,82.72094605743642,30.535365165909607,4.602926958902918,6.679753984648934,22.114681803388407,5.019937863939979,5.7254238633547985,33.50644462636799,6.289057637184857,20.66470022111486
Pará,8561.098000005124,49.384011959518894,28.132347045339486,15.257508004845208,1.9279665571640638,0.0870578885894724,5.211108544542918,8561.098000005124,70.25729584884137,5.444420758978362,21.9463680375237,0.5658195964820292,1.5884650469022636,0.1976307112724314,8561.098000005124,11.326216453156238,6.245063140591318,49.584645642065276,20.791187388785477,6.199578162363911,4.2777768988916085,0.7506992165895265,0.8248330975567367,8561.098000005124,14.88477020211611,8561.098000005124,24.267763366957524,6795.46552058855,30.57313730692919,8561.098000005113,2.428360256070281,925.2158965528009,22.46981510909291,8561.098000005124,88.19641383841409,90.39946145041161,32.36887379180954,21.834802265500443,33.639781531759766,71.11716216338341,22.34779401042024,7.802784856950766,6.505296521421182,37.84261770096935,7.467299537546837,5.958991688742511,27.929437221719322,3.220068629387518,11.076288700212977
Amapá,837.5750001857608,54.1250072653478,29.89149248404305,11.070978740039342,0.4744574474821534,0,4.438064063087582,837.5750001857608,84.23091797732314,4.531592825985982,11.14126935050044,0.09621984619064103,0,0,837.5750001857608,12.057917645635447,5.089133386552416,50.93905465648872,16.473317133490053,1.2051012945719968,14.16028997249628,0.07518591076504605,0,837.5750001857608,13.666337603265763,837.5750001857608,9.926518446779136,688.0495257342197,12.083728538338676,837.5750001857616,3.020632997867501,102.89003077019993,24.589424891908635,837.5750001857608,95.21263936366944,93.86680465713097,61.50556857852574,30.52948553456093,16.988674360127952,81.41999585822245,31.38301690924315,5.139459312438437,7.733564836236827,24.391100358146186,6.5407297642525695,5.980515179045823,33.02645370555882,5.17392224588067,17.153713910879038
Tocantins,1559.6570000010745,81.90338739645618,6.510523502136069,7.172744071018395,4.112962058681235,0.061032846847053415,0.23935012486126395,1559.6570000010745,69.13871572033037,13.455212350453737,15.460568396554839,0.8333779640889688,0.5787384654878486,0.5333871030844796,1559.6570000010745,25.462770930534028,9.916544880616959,33.19823983351117,27.947524529156176,1.1193614824495413,0.036211132418192786,0.3731930227739824,1.9461541885401221,1559.6570000010745,34.138056149756416,1559.6570000010745,14.303446452577543,1122.3070043787502,19.87733329371124,1559.6570000010722,2.979870075191409,245.20876973738993,18.953544063058537,1559.6570000010745,97.76927337132447,98.37753833721717,43.8378619651611,42.35954433401813,49.51016428639769,77.71073480304517,31.54643200038746,8.916183086272254,9.743450847846086,33.36730187467058,6.208726341535359,4.995252256168387,27.285632642825018,3.337444553635617,15.062191483319255
Maranhão,7040.610000001627,68.80555290166674,20.287999078324304,8.404140037721929,1.209456734366486,0.263079179401582,1.0297720685192508,7040.610000001627,55.320407505077675,13.650136101619438,26.57891642652825,0.7139726583372514,3.609635394040168,0.12693191439730261,7040.610000001627,15.878371299335427,5.102612230530274,50.036457361666976,15.856020792641225,7.888247406324047,0.8152402399538783,0.20518607318125356,4.217864596366659,7040.610000001627,18.81754046810461,7040.610000001627,35.176348072350216,5984.1678981809755,41.386363520483975,7040.610000001698,1.7261650728910032,568.6858161331322,21.370772277191673,7040.610000001627,86.5452714738619,97.01028795912437,27.98666418120139,19.60230462610653,44.95126347873172,65.9832926094832,18.40420967935349,14.622957118252419,15.583308706447783,33.878260904755855,7.547580480870199,5.194793840699757,26.190383797396496,2.561106866058336,9.044565403771323
Piauí,3272.447000001718,85.27323051536233,7.893173019210519,2.5933257152652245,0.20737354368081243,1.3299357269491963,2.7029614795314827,3272.447000001718,67.5461881427212,3.0080708210066778,27.060643792576574,0.39437338766932584,1.9599745188651296,0.030749337161441327,3272.447000001718,4.453642188239674,3.0004792221202825,71.06473104899413,10.595270741790111,1.0506149563162355,0.21179337574837306,0.18197827272548264,9.44149019406571,3272.447000001718,6.915816762279157,3272.447000001718,21.80611203650815,2794.785469029245,25.53303167858498,3272.4470000017327,1.1394564887312295,255.41445723879002,14.599059929857019,3272.447000001718,90.80821537809503,96.92539536774082,30.662487520803687,30.038997636561724,56.30524825349061,68.93559331735842,25.43700488758267,14.952800423251835,11.23754624421832,41.33700887896316,6.765875674429952,5.031531927945376,20.530980707584774,3.0866052643174617,12.010451302541012
